id_persona,nacionalidad,autoidentificacion_etnica,estatus_migratorio,numero_detenciones,estado_civil,nivel_de_instruccion,genero,edad,sexo,Sexo
53310,ECUATORIANA,,,,,,,,29,HOMBRE
53311,ECUATORIANA,,,,,,,,18,MUJER
53312,ECUATORIANA,,,,,,,,35,HOMBRE
53313,ECUATORIANA,,,,,,,,18,HOMBRE
53314,ECUATORIANA,,,,,,,,21,HOMBRE
53315,ECUATORIANA,,,,,,,,20,HOMBRE
53316,ECUATORIANA,,,,,,,,39,HOMBRE
53317,ECUATORIANA,,,,,,,,38,HOMBRE
53318,ECUATORIANA,,,,,,,,33,HOMBRE
53319,ECUATORIANA,,,,,,,,26,HOMBRE
53320,ECUATORIANA,,,,,,,,24,HOMBRE
53321,ECUATORIANA,,,,,,,,18,HOMBRE
53322,ECUATORIANA,,,,,,,,17,MUJER
53323,ECUATORIANA,,,,,,,,27,HOMBRE
53324,COLOMBIANA,,,,,,,,,HOMBRE
53325,COLOMBIANA,,,,,,,,,MUJER
53326,ECUATORIANA,,,,,,,,58,HOMBRE
53327,COLOMBIANA,,,,,,,,,HOMBRE
53328,ECUATORIANA,,,,,,,,24,HOMBRE
53329,ECUATORIANA,,,,,,,,32,HOMBRE
53330,ECUATORIANA,,,,,,,,17,HOMBRE
53331,ECUATORIANA,,,,,,,,25,HOMBRE
53332,ECUATORIANA,,,,,,,,48,HOMBRE
53333,ECUATORIANA,,,,,,,,23,HOMBRE
53334,ECUATORIANA,,,,,,,,21,HOMBRE
53335,ECUATORIANA,,,,,,,,26,HOMBRE
53336,ECUATORIANA,,,,,,,,32,HOMBRE
53337,ECUATORIANA,,,,,,,,20,HOMBRE
53338,ECUATORIANA,,,,,,,,20,HOMBRE
53339,ECUATORIANA,,,,,,,,32,HOMBRE
53340,ECUATORIANA,,,,,,,,23,HOMBRE
53341,COLOMBIANA,,,,,,,,,HOMBRE
53342,COLOMBIANA,,,,,,,,,MUJER
53343,ECUATORIANA,,,,,,,,25,HOMBRE
53344,ECUATORIANA,,,,,,,,18,HOMBRE
53345,ECUATORIANA,,,,,,,,23,HOMBRE
53346,ECUATORIANA,,,,,,,,29,HOMBRE
53347,ECUATORIANA,,,,,,,,30,MUJER
53348,ECUATORIANA,,,,,,,,29,HOMBRE
53349,ECUATORIANA,,,,,,,,23,HOMBRE
53350,ECUATORIANA,,,,,,,,24,HOMBRE
53351,ECUATORIANA,,,,,,,,18,HOMBRE
53352,ECUATORIANA,,,,,,,,20,HOMBRE
53353,ECUATORIANA,,,,,,,,20,HOMBRE
53354,ECUATORIANA,,,,,,,,27,HOMBRE
53355,ECUATORIANA,,,,,,,,36,HOMBRE
53356,ECUATORIANA,,,,,,,,40,HOMBRE
53357,ECUATORIANA,,,,,,,,22,HOMBRE
53358,ECUATORIANA,,,,,,,,24,HOMBRE
53359,ECUATORIANA,,,,,,,,18,HOMBRE
53360,ECUATORIANA,,,,,,,,30,HOMBRE
53361,ECUATORIANA,,,,,,,,29,HOMBRE
53362,ECUATORIANA,,,,,,,,31,HOMBRE
53363,ECUATORIANA,,,,,,,,38,HOMBRE
53364,COLOMBIANA,,,,,,,,,HOMBRE
53365,ECUATORIANA,,,,,,,,38,HOMBRE
53366,ECUATORIANA,,,,,,,,22,HOMBRE
53367,ECUATORIANA,,,,,,,,45,HOMBRE
53368,ECUATORIANA,,,,,,,,46,HOMBRE
53369,ECUATORIANA,,,,,,,,23,HOMBRE
53370,ECUATORIANA,,,,,,,,30,HOMBRE
53371,ECUATORIANA,,,,,,,,29,HOMBRE
53372,ECUATORIANA,,,,,,,,37,HOMBRE
53373,ECUATORIANA,,,,,,,,41,HOMBRE
53374,ECUATORIANA,,,,,,,,20,HOMBRE
53375,ECUATORIANA,,,,,,,,34,HOMBRE
53376,ECUATORIANA,,,,,,,,24,HOMBRE
53377,ECUATORIANA,,,,,,,,27,HOMBRE
53378,ECUATORIANA,,,,,,,,45,HOMBRE
53379,ECUATORIANA,,,,,,,,27,HOMBRE
53380,ECUATORIANA,,,,,,,,50,HOMBRE
53381,ECUATORIANA,,,,,,,,16,HOMBRE
53382,ECUATORIANA,,,,,,,,17,HOMBRE
53383,ECUATORIANA,,,,,,,,19,HOMBRE
53384,ECUATORIANA,,,,,,,,,HOMBRE
53385,ECUATORIANA,,,,,,,,18,HOMBRE
53386,ECUATORIANA,,,,,,,,35,HOMBRE
53387,ECUATORIANA,,,,,,,,24,HOMBRE
53388,ECUATORIANA,,,,,,,,21,HOMBRE
53389,ECUATORIANA,,,,,,,,56,HOMBRE
53390,ECUATORIANA,,,,,,,,37,HOMBRE
53391,ECUATORIANA,,,,,,,,16,HOMBRE
53392,ECUATORIANA,,,,,,,,34,HOMBRE
53393,ECUATORIANA,,,,,,,,28,HOMBRE
53394,ECUATORIANA,,,,,,,,25,HOMBRE
53395,ECUATORIANA,,,,,,,,29,HOMBRE
53396,ECUATORIANA,,,,,,,,24,HOMBRE
53397,ECUATORIANA,,,,,,,,27,HOMBRE
53398,ECUATORIANA,,,,,,,,20,HOMBRE
53399,ECUATORIANA,,,,,,,,40,HOMBRE
53400,ECUATORIANA,,,,,,,,47,HOMBRE
53401,ECUATORIANA,,,,,,,,18,HOMBRE
53402,ECUATORIANA,,,,,,,,34,HOMBRE
53403,ECUATORIANA,,,,,,,,23,HOMBRE
53404,ECUATORIANA,,,,,,,,27,HOMBRE
53405,ECUATORIANA,,,,,,,,25,HOMBRE
53406,ECUATORIANA,,,,,,,,40,HOMBRE
53407,ECUATORIANA,,,,,,,,23,HOMBRE
53408,ECUATORIANA,,,,,,,,26,HOMBRE
53409,ECUATORIANA,,,,,,,,21,HOMBRE
53410,ECUATORIANA,,,,,,,,42,HOMBRE
53411,ECUATORIANA,,,,,,,,41,HOMBRE
53412,ECUATORIANA,,,,,,,,27,HOMBRE
53413,ECUATORIANA,,,,,,,,38,MUJER
53414,ECUATORIANA,,,,,,,,37,HOMBRE
53415,ECUATORIANA,,,,,,,,44,HOMBRE
53416,ECUATORIANA,,,,,,,,35,MUJER
53417,ECUATORIANA,,,,,,,,23,HOMBRE
53418,ECUATORIANA,,,,,,,,17,HOMBRE
53419,ECUATORIANA,,,,,,,,40,HOMBRE
53420,ECUATORIANA,,,,,,,,35,HOMBRE
53421,ECUATORIANA,,,,,,,,24,HOMBRE
53422,ECUATORIANA,,,,,,,,18,HOMBRE
53423,ECUATORIANA,,,,,,,,48,HOMBRE
53424,ECUATORIANA,,,,,,,,31,HOMBRE
53425,ECUATORIANA,,,,,,,,21,HOMBRE
53426,ECUATORIANA,,,,,,,,36,MUJER
53427,COLOMBIANA,,,,,,,,,HOMBRE
53428,ECUATORIANA,,,,,,,,38,HOMBRE
53429,ECUATORIANA,,,,,,,,17,MUJER
53430,ECUATORIANA,,,,,,,,36,MUJER
53431,ECUATORIANA,,,,,,,,60,HOMBRE
53432,ECUATORIANA,,,,,,,,33,HOMBRE
53433,ECUATORIANA,,,,,,,,26,HOMBRE
53434,ECUATORIANA,,,,,,,,28,HOMBRE
53435,ECUATORIANA,,,,,,,,44,HOMBRE
53436,ECUATORIANA,,,,,,,,18,HOMBRE
53437,ECUATORIANA,,,,,,,,22,HOMBRE
53438,ECUATORIANA,,,,,,,,18,HOMBRE
53439,ECUATORIANA,,,,,,,,31,HOMBRE
53440,ECUATORIANA,,,,,,,,30,HOMBRE
53441,ECUATORIANA,,,,,,,,23,HOMBRE
53442,ECUATORIANA,,,,,,,,31,HOMBRE
53443,ECUATORIANA,,,,,,,,21,HOMBRE
53444,ECUATORIANA,,,,,,,,18,HOMBRE
53445,ECUATORIANA,,,,,,,,26,HOMBRE
53446,ECUATORIANA,,,,,,,,27,HOMBRE
53447,ECUATORIANA,,,,,,,,20,MUJER
53448,ECUATORIANA,,,,,,,,45,HOMBRE
53449,ECUATORIANA,,,,,,,,24,HOMBRE
53450,ECUATORIANA,,,,,,,,44,MUJER
53451,ECUATORIANA,,,,,,,,20,HOMBRE
53452,ECUATORIANA,,,,,,,,32,HOMBRE
53453,ECUATORIANA,,,,,,,,50,HOMBRE
53454,ECUATORIANA,,,,,,,,23,HOMBRE
53455,ECUATORIANA,,,,,,,,27,HOMBRE
53456,ECUATORIANA,,,,,,,,15,HOMBRE
53457,ECUATORIANA,,,,,,,,31,HOMBRE
53458,ECUATORIANA,,,,,,,,20,HOMBRE
53459,ECUATORIANA,,,,,,,,23,MUJER
53460,ECUATORIANA,,,,,,,,18,MUJER
53461,ECUATORIANA,,,,,,,,16,HOMBRE
53462,ECUATORIANA,,,,,,,,14,HOMBRE
53463,ECUATORIANA,,,,,,,,17,HOMBRE
53464,ECUATORIANA,,,,,,,,19,HOMBRE
53465,ECUATORIANA,,,,,,,,24,HOMBRE
53466,ECUATORIANA,,,,,,,,26,HOMBRE
53467,ECUATORIANA,,,,,,,,43,MUJER
53468,ECUATORIANA,,,,,,,,20,MUJER
53469,ECUATORIANA,,,,,,,,28,MUJER
53470,ECUATORIANA,,,,,,,,27,MUJER
53471,ECUATORIANA,,,,,,,,23,MUJER
53472,ECUATORIANA,,,,,,,,21,MUJER
53473,ECUATORIANA,,,,,,,,31,HOMBRE
53474,ECUATORIANA,,,,,,,,59,MUJER
53475,ECUATORIANA,,,,,,,,38,MUJER
53476,ECUATORIANA,,,,,,,,71,HOMBRE
53477,ECUATORIANA,,,,,,,,29,HOMBRE
53478,ECUATORIANA,,,,,,,,18,HOMBRE
53479,ECUATORIANA,,,,,,,,25,HOMBRE
53480,ECUATORIANA,,,,,,,,19,HOMBRE
53481,ECUATORIANA,,,,,,,,20,HOMBRE
53482,ECUATORIANA,,,,,,,,26,HOMBRE
53483,ECUATORIANA,,,,,,,,28,MUJER
53484,ECUATORIANA,,,,,,,,40,HOMBRE
53485,ECUATORIANA,,,,,,,,42,HOMBRE
53486,ECUATORIANA,,,,,,,,44,HOMBRE
53487,ECUATORIANA,,,,,,,,24,HOMBRE
53488,ECUATORIANA,,,,,,,,34,HOMBRE
53489,ECUATORIANA,,,,,,,,28,HOMBRE
53490,ECUATORIANA,,,,,,,,34,HOMBRE
53491,ECUATORIANA,,,,,,,,41,HOMBRE
53492,ECUATORIANA,,,,,,,,27,HOMBRE
53493,ECUATORIANA,,,,,,,,20,HOMBRE
53494,ECUATORIANA,,,,,,,,47,HOMBRE
53495,COLOMBIANA,,,,,,,,,HOMBRE
53496,ECUATORIANA,,,,,,,,27,HOMBRE
53497,COLOMBIANA,,,,,,,,,HOMBRE
53498,ECUATORIANA,,,,,,,,49,HOMBRE
53499,ECUATORIANA,,,,,,,,44,HOMBRE
53500,ECUATORIANA,,,,,,,,56,HOMBRE
53501,ECUATORIANA,,,,,,,,48,MUJER
53502,ECUATORIANA,,,,,,,,35,HOMBRE
53503,ECUATORIANA,,,,,,,,24,HOMBRE
53504,ECUATORIANA,,,,,,,,27,HOMBRE
53505,ECUATORIANA,,,,,,,,43,HOMBRE
53506,ECUATORIANA,,,,,,,,19,HOMBRE
53507,ECUATORIANA,,,,,,,,33,HOMBRE
53508,ECUATORIANA,,,,,,,,22,HOMBRE
53509,ECUATORIANA,,,,,,,,17,HOMBRE
53510,ECUATORIANA,,,,,,,,32,HOMBRE
53511,ECUATORIANA,,,,,,,,49,HOMBRE
53512,ECUATORIANA,,,,,,,,60,HOMBRE
53513,ESPAÑOLA,,,,,,,,,HOMBRE
53514,ECUATORIANA,,,,,,,,44,HOMBRE
53515,ECUATORIANA,,,,,,,,23,HOMBRE
53516,ECUATORIANA,,,,,,,,32,MUJER
53517,ECUATORIANA,,,,,,,,32,HOMBRE
53518,ECUATORIANA,,,,,,,,38,HOMBRE
53519,ECUATORIANA,,,,,,,,36,HOMBRE
53520,ECUATORIANA,,,,,,,,27,HOMBRE
53521,ECUATORIANA,,,,,,,,38,HOMBRE
53522,ECUATORIANA,,,,,,,,31,HOMBRE
53523,ECUATORIANA,,,,,,,,41,HOMBRE
53524,ECUATORIANA,,,,,,,,41,HOMBRE
53525,ECUATORIANA,,,,,,,,26,HOMBRE
53526,ECUATORIANA,,,,,,,,49,HOMBRE
53527,ECUATORIANA,,,,,,,,28,HOMBRE
53528,ECUATORIANA,,,,,,,,21,MUJER
53529,ECUATORIANA,,,,,,,,19,MUJER
53530,ECUATORIANA,,,,,,,,18,HOMBRE
53531,ECUATORIANA,,,,,,,,30,HOMBRE
53532,ECUATORIANA,,,,,,,,33,HOMBRE
53533,ECUATORIANA,,,,,,,,24,HOMBRE
53534,ECUATORIANA,,,,,,,,17,HOMBRE
53535,ECUATORIANA,,,,,,,,17,HOMBRE
53536,ECUATORIANA,,,,,,,,21,HOMBRE
53537,ECUATORIANA,,,,,,,,38,HOMBRE
53538,ECUATORIANA,,,,,,,,27,HOMBRE
53539,ECUATORIANA,,,,,,,,24,MUJER
53540,ECUATORIANA,,,,,,,,40,HOMBRE
53541,ECUATORIANA,,,,,,,,28,HOMBRE
53542,ECUATORIANA,,,,,,,,24,HOMBRE
53543,ECUATORIANA,,,,,,,,22,HOMBRE
53544,ECUATORIANA,,,,,,,,47,HOMBRE
53545,ECUATORIANA,,,,,,,,22,HOMBRE
53546,ECUATORIANA,,,,,,,,23,HOMBRE
53547,ECUATORIANA,,,,,,,,27,HOMBRE
53548,ECUATORIANA,,,,,,,,43,HOMBRE
53549,ECUATORIANA,,,,,,,,27,HOMBRE
53550,ECUATORIANA,,,,,,,,23,HOMBRE
53551,ECUATORIANA,,,,,,,,23,HOMBRE
53552,ECUATORIANA,,,,,,,,25,MUJER
53553,ECUATORIANA,,,,,,,,31,HOMBRE
53554,ECUATORIANA,,,,,,,,19,HOMBRE
53555,ECUATORIANA,,,,,,,,25,HOMBRE
53556,ECUATORIANA,,,,,,,,29,HOMBRE
53557,ECUATORIANA,,,,,,,,50,HOMBRE
53558,ECUATORIANA,,,,,,,,27,HOMBRE
53559,ECUATORIANA,,,,,,,,25,HOMBRE
53560,ECUATORIANA,,,,,,,,34,HOMBRE
53561,COLOMBIANA,,,,,,,,,HOMBRE
53562,COLOMBIANA,,,,,,,,,HOMBRE
53563,ECUATORIANA,,,,,,,,53,HOMBRE
53564,ECUATORIANA,,,,,,,,25,HOMBRE
53565,ECUATORIANA,,,,,,,,18,HOMBRE
53566,ECUATORIANA,,,,,,,,32,HOMBRE
53567,ECUATORIANA,,,,,,,,22,MUJER
53568,ECUATORIANA,,,,,,,,25,HOMBRE
53569,ECUATORIANA,,,,,,,,25,HOMBRE
53570,ECUATORIANA,,,,,,,,40,HOMBRE
53571,COLOMBIANA,,,,,,,,,HOMBRE
53572,ECUATORIANA,,,,,,,,32,HOMBRE
53573,ECUATORIANA,,,,,,,,18,HOMBRE
53574,ECUATORIANA,,,,,,,,29,HOMBRE
53575,ECUATORIANA,,,,,,,,24,HOMBRE
53576,ECUATORIANA,,,,,,,,31,HOMBRE
53577,ECUATORIANA,,,,,,,,26,HOMBRE
53578,ECUATORIANA,,,,,,,,28,HOMBRE
53579,ECUATORIANA,,,,,,,,31,HOMBRE
53580,ECUATORIANA,,,,,,,,39,HOMBRE
53581,ECUATORIANA,,,,,,,,61,HOMBRE
53582,ECUATORIANA,,,,,,,,22,MUJER
53583,ECUATORIANA,,,,,,,,23,HOMBRE
53584,ECUATORIANA,,,,,,,,48,HOMBRE
53585,ECUATORIANA,,,,,,,,31,HOMBRE
53586,ECUATORIANA,,,,,,,,34,HOMBRE
53587,ECUATORIANA,,,,,,,,24,HOMBRE
53588,ECUATORIANA,,,,,,,,25,HOMBRE
53589,ECUATORIANA,,,,,,,,37,HOMBRE
53590,ECUATORIANA,,,,,,,,33,HOMBRE
53591,ECUATORIANA,,,,,,,,24,HOMBRE
53592,ECUATORIANA,,,,,,,,27,HOMBRE
53593,ECUATORIANA,,,,,,,,20,HOMBRE
53594,ECUATORIANA,,,,,,,,21,HOMBRE
53595,ECUATORIANA,,,,,,,,29,HOMBRE
53596,ECUATORIANA,,,,,,,,28,HOMBRE
53597,ECUATORIANA,,,,,,,,24,HOMBRE
53598,ECUATORIANA,,,,,,,,28,HOMBRE
53599,ECUATORIANA,,,,,,,,47,HOMBRE
53600,ECUATORIANA,,,,,,,,48,HOMBRE
53601,ECUATORIANA,,,,,,,,27,HOMBRE
53602,ECUATORIANA,,,,,,,,36,HOMBRE
53603,ECUATORIANA,,,,,,,,31,HOMBRE
53604,ECUATORIANA,,,,,,,,23,MUJER
53605,ECUATORIANA,,,,,,,,23,MUJER
53606,ECUATORIANA,,,,,,,,24,HOMBRE
53607,ECUATORIANA,,,,,,,,40,HOMBRE
53608,ECUATORIANA,,,,,,,,66,HOMBRE
53609,ECUATORIANA,,,,,,,,64,MUJER
53610,ECUATORIANA,,,,,,,,25,HOMBRE
53611,ECUATORIANA,,,,,,,,51,HOMBRE
53612,ECUATORIANA,,,,,,,,13,HOMBRE
53613,ECUATORIANA,,,,,,,,18,HOMBRE
53614,ECUATORIANA,,,,,,,,50,HOMBRE
53615,ECUATORIANA,,,,,,,,47,HOMBRE
53616,ECUATORIANA,,,,,,,,38,HOMBRE
53617,ECUATORIANA,,,,,,,,22,HOMBRE
53618,ECUATORIANA,,,,,,,,18,HOMBRE
53619,ECUATORIANA,,,,,,,,37,HOMBRE
53620,ECUATORIANA,,,,,,,,28,HOMBRE
53621,COLOMBIANA,,,,,,,,,HOMBRE
53622,ECUATORIANA,,,,,,,,19,HOMBRE
53623,ECUATORIANA,,,,,,,,44,MUJER
53624,ECUATORIANA,,,,,,,,32,MUJER
53625,ECUATORIANA,,,,,,,,32,HOMBRE
53626,ECUATORIANA,,,,,,,,26,HOMBRE
53627,ECUATORIANA,,,,,,,,24,HOMBRE
53628,ECUATORIANA,,,,,,,,31,HOMBRE
53629,ECUATORIANA,,,,,,,,31,HOMBRE
53630,ECUATORIANA,,,,,,,,30,HOMBRE
53631,ECUATORIANA,,,,,,,,28,HOMBRE
53632,ECUATORIANA,,,,,,,,41,HOMBRE
53633,ECUATORIANA,,,,,,,,37,HOMBRE
53634,ECUATORIANA,,,,,,,,17,HOMBRE
53635,ECUATORIANA,,,,,,,,34,HOMBRE
53636,ECUATORIANA,,,,,,,,31,HOMBRE
53637,ECUATORIANA,,,,,,,,28,HOMBRE
53638,ECUATORIANA,,,,,,,,23,HOMBRE
53639,ECUATORIANA,,,,,,,,24,HOMBRE
53640,ECUATORIANA,,,,,,,,20,HOMBRE
53641,ECUATORIANA,,,,,,,,17,HOMBRE
53642,ECUATORIANA,,,,,,,,17,HOMBRE
53643,ECUATORIANA,,,,,,,,18,HOMBRE
53644,ECUATORIANA,,,,,,,,17,HOMBRE
53645,ECUATORIANA,,,,,,,,16,HOMBRE
53646,ECUATORIANA,,,,,,,,29,MUJER
53647,ECUATORIANA,,,,,,,,49,MUJER
53648,ECUATORIANA,,,,,,,,33,HOMBRE
53649,ECUATORIANA,,,,,,,,42,HOMBRE
53650,ECUATORIANA,,,,,,,,15,HOMBRE
53651,ECUATORIANA,,,,,,,,48,HOMBRE
53652,ECUATORIANA,,,,,,,,26,HOMBRE
53653,ECUATORIANA,,,,,,,,31,HOMBRE
53654,ECUATORIANA,,,,,,,,17,HOMBRE
53655,ECUATORIANA,,,,,,,,33,HOMBRE
53656,ECUATORIANA,,,,,,,,14,MUJER
53657,ECUATORIANA,,,,,,,,37,HOMBRE
53658,ECUATORIANA,,,,,,,,20,HOMBRE
53659,ECUATORIANA,,,,,,,,32,HOMBRE
53660,ECUATORIANA,,,,,,,,28,HOMBRE
53661,ECUATORIANA,,,,,,,,23,HOMBRE
53662,ECUATORIANA,,,,,,,,18,HOMBRE
53663,ECUATORIANA,,,,,,,,33,HOMBRE
53664,COLOMBIANA,,,,,,,,38,HOMBRE
53665,ECUATORIANA,,,,,,,,49,HOMBRE
53666,ECUATORIANA,,,,,,,,25,HOMBRE
53667,ECUATORIANA,,,,,,,,23,HOMBRE
53668,ECUATORIANA,,,,,,,,21,HOMBRE
53669,ECUATORIANA,,,,,,,,21,HOMBRE
53670,ECUATORIANA,,,,,,,,35,HOMBRE
53671,ECUATORIANA,,,,,,,,56,HOMBRE
53672,ECUATORIANA,,,,,,,,27,HOMBRE
53673,ECUATORIANA,,,,,,,,20,HOMBRE
53674,ECUATORIANA,,,,,,,,20,HOMBRE
53675,ECUATORIANA,,,,,,,,35,HOMBRE
53676,ECUATORIANA,,,,,,,,37,HOMBRE
53677,ECUATORIANA,,,,,,,,35,MUJER
53678,ECUATORIANA,,,,,,,,27,HOMBRE
53679,ECUATORIANA,,,,,,,,24,HOMBRE
53680,ECUATORIANA,,,,,,,,14,HOMBRE
53681,ECUATORIANA,,,,,,,,13,HOMBRE
53682,ECUATORIANA,,,,,,,,23,MUJER
53683,ECUATORIANA,,,,,,,,19,HOMBRE
53684,ECUATORIANA,,,,,,,,37,MUJER
53685,ECUATORIANA,,,,,,,,29,HOMBRE
53686,ECUATORIANA,,,,,,,,30,HOMBRE
53687,ECUATORIANA,,,,,,,,26,MUJER
53688,ECUATORIANA,,,,,,,,19,HOMBRE
53689,ECUATORIANA,,,,,,,,27,HOMBRE
53690,ECUATORIANA,,,,,,,,55,HOMBRE
53691,ECUATORIANA,,,,,,,,59,HOMBRE
53692,ECUATORIANA,,,,,,,,43,HOMBRE
53693,ECUATORIANA,,,,,,,,38,HOMBRE
53694,ECUATORIANA,,,,,,,,31,HOMBRE
53695,COLOMBIANA,,,,,,,,,HOMBRE
53696,ECUATORIANA,,,,,,,,24,MUJER
53697,ECUATORIANA,,,,,,,,25,HOMBRE
53698,ECUATORIANA,,,,,,,,32,HOMBRE
53699,ECUATORIANA,,,,,,,,18,HOMBRE
53700,ECUATORIANA,,,,,,,,40,HOMBRE
53701,COLOMBIANA,,,,,,,,,HOMBRE
53702,ECUATORIANA,,,,,,,,26,HOMBRE
53703,ECUATORIANA,,,,,,,,21,HOMBRE
53704,ECUATORIANA,,,,,,,,16,HOMBRE
53705,ECUATORIANA,,,,,,,,29,HOMBRE
53706,ECUATORIANA,,,,,,,,23,HOMBRE
53707,ECUATORIANA,,,,,,,,26,HOMBRE
53708,COLOMBIANA,,,,,,,,,HOMBRE
53709,COLOMBIANA,,,,,,,,,HOMBRE
53710,ECUATORIANA,,,,,,,,21,HOMBRE
53711,ECUATORIANA,,,,,,,,27,HOMBRE
53712,ECUATORIANA,,,,,,,,35,HOMBRE
53713,ECUATORIANA,,,,,,,,38,HOMBRE
53714,ECUATORIANA,,,,,,,,28,HOMBRE
53715,ECUATORIANA,,,,,,,,43,HOMBRE
53716,ECUATORIANA,,,,,,,,39,HOMBRE
53717,ECUATORIANA,,,,,,,,18,HOMBRE
53718,ECUATORIANA,,,,,,,,58,HOMBRE
53719,ECUATORIANA,,,,,,,,18,HOMBRE
53720,ECUATORIANA,,,,,,,,32,HOMBRE
53721,ECUATORIANA,,,,,,,,28,HOMBRE
53722,ECUATORIANA,,,,,,,,20,HOMBRE
53723,ECUATORIANA,,,,,,,,31,HOMBRE
53724,ECUATORIANA,,,,,,,,40,MUJER
53725,ECUATORIANA,,,,,,,,21,HOMBRE
53726,ECUATORIANA,,,,,,,,19,HOMBRE
53727,ECUATORIANA,,,,,,,,27,HOMBRE
53728,ECUATORIANA,,,,,,,,37,HOMBRE
53729,ECUATORIANA,,,,,,,,63,HOMBRE
53730,ECUATORIANA,,,,,,,,60,HOMBRE
53731,ECUATORIANA,,,,,,,,21,HOMBRE
53732,ECUATORIANA,,,,,,,,30,HOMBRE
53733,ECUATORIANA,,,,,,,,33,HOMBRE
53734,ECUATORIANA,,,,,,,,59,HOMBRE
53735,ECUATORIANA,,,,,,,,47,HOMBRE
53736,ECUATORIANA,,,,,,,,40,HOMBRE
53737,ECUATORIANA,,,,,,,,42,HOMBRE
53738,ECUATORIANA,,,,,,,,23,HOMBRE
53739,ECUATORIANA,,,,,,,,26,HOMBRE
53740,ECUATORIANA,,,,,,,,28,HOMBRE
53741,ECUATORIANA,,,,,,,,27,HOMBRE
53742,ECUATORIANA,,,,,,,,16,MUJER
53743,ECUATORIANA,,,,,,,,23,HOMBRE
53744,ECUATORIANA,,,,,,,,29,HOMBRE
53745,ECUATORIANA,,,,,,,,30,HOMBRE
53746,ECUATORIANA,,,,,,,,33,MUJER
53747,ECUATORIANA,,,,,,,,31,MUJER
53748,ECUATORIANA,,,,,,,,19,MUJER
53749,ECUATORIANA,,,,,,,,36,MUJER
53750,ECUATORIANA,,,,,,,,20,HOMBRE
53751,ECUATORIANA,,,,,,,,21,HOMBRE
53752,COLOMBIANA,,,,,,,,,HOMBRE
53753,ECUATORIANA,,,,,,,,,HOMBRE
53754,ECUATORIANA,,,,,,,,22,HOMBRE
53755,ECUATORIANA,,,,,,,,57,HOMBRE
53756,ECUATORIANA,,,,,,,,42,HOMBRE
53757,ECUATORIANA,,,,,,,,30,HOMBRE
53758,ECUATORIANA,,,,,,,,24,HOMBRE
53759,ECUATORIANA,,,,,,,,22,HOMBRE
53760,ECUATORIANA,,,,,,,,27,HOMBRE
53761,ECUATORIANA,,,,,,,,19,HOMBRE
53762,ECUATORIANA,,,,,,,,55,HOMBRE
53763,ECUATORIANA,,,,,,,,52,MUJER
53764,ECUATORIANA,,,,,,,,18,HOMBRE
53765,ECUATORIANA,,,,,,,,24,HOMBRE
53766,ECUATORIANA,,,,,,,,58,HOMBRE
53767,ECUATORIANA,,,,,,,,22,HOMBRE
53768,ECUATORIANA,,,,,,,,19,HOMBRE
53769,ECUATORIANA,,,,,,,,47,HOMBRE
53770,ECUATORIANA,,,,,,,,29,MUJER
53771,ECUATORIANA,,,,,,,,32,MUJER
53772,ECUATORIANA,,,,,,,,24,HOMBRE
53773,ECUATORIANA,,,,,,,,29,HOMBRE
53774,ECUATORIANA,,,,,,,,,HOMBRE
53775,ECUATORIANA,,,,,,,,41,HOMBRE
53776,ECUATORIANA,,,,,,,,24,HOMBRE
53777,ECUATORIANA,,,,,,,,20,HOMBRE
53778,ECUATORIANA,,,,,,,,21,HOMBRE
53779,ECUATORIANA,,,,,,,,19,HOMBRE
53780,ECUATORIANA,,,,,,,,24,MUJER
53781,ECUATORIANA,,,,,,,,46,HOMBRE
53782,ECUATORIANA,,,,,,,,20,HOMBRE
53783,ECUATORIANA,,,,,,,,26,HOMBRE
53784,ECUATORIANA,,,,,,,,26,HOMBRE
53785,ECUATORIANA,,,,,,,,17,HOMBRE
53786,VENEZOLANA,,,,,,,,,HOMBRE
53787,ECUATORIANA,,,,,,,,25,MUJER
53788,ECUATORIANA,,,,,,,,41,HOMBRE
53789,ECUATORIANA,,,,,,,,30,HOMBRE
53790,ECUATORIANA,,,,,,,,48,HOMBRE
53791,ECUATORIANA,,,,,,,,23,HOMBRE
53792,ECUATORIANA,,,,,,,,20,HOMBRE
53793,ECUATORIANA,,,,,,,,25,MUJER
53794,ECUATORIANA,,,,,,,,38,HOMBRE
53795,ECUATORIANA,,,,,,,,22,HOMBRE
53796,ECUATORIANA,,,,,,,,28,HOMBRE
53797,ECUATORIANA,,,,,,,,49,HOMBRE
53798,ECUATORIANA,,,,,,,,53,HOMBRE
53799,ECUATORIANA,,,,,,,,38,HOMBRE
53800,ECUATORIANA,,,,,,,,28,HOMBRE
53801,ECUATORIANA,,,,,,,,22,HOMBRE
53802,ECUATORIANA,,,,,,,,37,HOMBRE
53803,ECUATORIANA,,,,,,,,32,HOMBRE
53804,ECUATORIANA,,,,,,,,46,HOMBRE
53805,ECUATORIANA,,,,,,,,28,HOMBRE
53806,ECUATORIANA,,,,,,,,37,HOMBRE
53807,ECUATORIANA,,,,,,,,30,HOMBRE
53808,ECUATORIANA,,,,,,,,29,HOMBRE
53809,ECUATORIANA,,,,,,,,32,HOMBRE
53810,ECUATORIANA,,,,,,,,47,HOMBRE
53811,ECUATORIANA,,,,,,,,36,HOMBRE
